SSID,HPHM,HPZL,JGSJ,CDBH
HK-93,落P1C527,2,2019/1/1 15:11:16,6
HK-107,落P96349,2,2019/1/1 15:11:15,1
HK-107,落P80834,2,2019/1/1 15:11:14,2
HK-107,落P99764,2,2019/1/1 15:11:27,1
HK-107,落P61258,2,2019/1/1 15:11:23,1
HK-107,落P80400,2,2019/1/1 15:12:25,3
HK-92,落PH9009,2,2019/1/1 15:12:29,6
HK-93,落K71S37,2,2019/1/1 15:12:34,1
HK-93,落P4C085,2,2019/1/1 15:12:26,3
HK-93,落BP6L88,2,2019/1/1 15:12:33,8
HK-92,落PE9829,2,2019/1/1 15:12:39,6
HK-107,落PQ9693,2,2019/1/1 15:12:40,1
HK-92,落PV3639,2,2019/1/1 15:12:38,8
HK-107,落PWE127,2,2019/1/1 15:11:09,1
HK-93,落P7D980,2,2019/1/1 15:11:32,12
HK-107,落P5H000,2,2019/1/1 15:11:45,3
HK-92,落P96349,2,2019/1/1 15:11:43,2
HK-93,落PC0168,2,2019/1/1 15:11:37,12
HK-93,落PX598M,2,2019/1/1 15:12:03,4
HK-107,落P80848,2,2019/1/1 15:12:44,2
HK-92,落PZ7108,2,2019/1/1 15:10:55,10
HK-107,落PYL092,2,2019/1/1 15:10:55,2
HK-107,落PE1671,2,2019/1/1 15:10:53,3
HK-92,落PCC777,2,2019/1/1 15:11:01,6
HK-92,落PN0036,2,2019/1/1 15:10:57,10
HK-92,落PU5335,2,2019/1/1 15:11:09,6
HK-93,落PL1928,2,2019/1/1 15:11:15,5
HK-93,落PA7317,2,2019/1/1 15:11:18,5
HK-93,落P80615,2,2019/1/1 15:11:18,11
HK-92,落P80374,2,2019/1/1 15:11:17,3
HK-92,落PK7776,2,2019/1/1 15:11:18,6
HK-92,落PB6982,2,2019/1/1 15:11:18,8
HK-93,落PXU622,2,2019/1/1 15:11:15,2
HK-93,落P8F713,2,2019/1/1 15:11:19,6
HK-93,落PA5607,1,2019/1/1 15:11:17,12
HK-107,落P3G951,2,2019/1/1 15:11:31,1
HK-107,落PB6982,2,2019/1/1 15:11:47,4
HK-93,落P69759,2,2019/1/1 15:11:47,6
HK-93,落P80436,2,2019/1/1 15:11:50,4
HK-93,落PP1730,2,2019/1/1 15:12:10,12
HK-92,落PA7512,2,2019/1/1 15:12:37,6
HK-92,落P80678,2,2019/1/1 15:12:40,10
HK-93,落PA4071,1,2019/1/1 15:12:47,7
HK-107,落PF0016,2,2019/1/1 15:12:47,1
HK-107,落PHT076,2,2019/1/1 15:12:43,1
HK-107,落PZ7337,2,2019/1/1 15:11:03,1
HK-107,落P2272僥,2,2019/1/1 15:11:16,2
HK-92,落PZ7337,2,2019/1/1 15:11:32,2
HK-92,落PWE127,2,2019/1/1 15:11:40,2
HK-93,落PH5588,2,2019/1/1 15:11:46,10
HK-92,落P80705,2,2019/1/1 15:12:12,10
HK-92,落PB2H88,2,2019/1/1 15:12:08,9
HK-93,落P80023,2,2019/1/1 15:12:15,9
HK-93,落P8D456,2,2019/1/1 15:12:24,2
HK-93,落P90251,2,2019/1/1 15:12:22,3
HK-93,寃JH78E1,2,2019/1/1 15:12:26,8
HK-93,落AK390A,2,2019/1/1 15:12:50,1
HK-107,落PWX207,2,2019/1/1 15:10:54,1
HK-93,落P80802,2,2019/1/1 15:11:11,6
HK-107,落B7W101,2,2019/1/1 15:11:42,1
HK-107,概兎,2,2019/1/1 15:11:41,4
HK-93,落PK8129,2,2019/1/1 15:11:43,4
HK-93,落PC0570,2,2019/1/1 15:11:57,4
HK-92,落PTN627,2,2019/1/1 15:11:03,6
HK-93,落PU8788,2,2019/1/1 15:11:00,1
HK-92,落PSR116,2,2019/1/1 15:11:22,2
HK-92,落P80305,2,2019/1/1 15:11:21,7
HK-93,落P8H984,2,2019/1/1 15:11:20,12
HK-92,落BP6L88,2,2019/1/1 15:11:23,7
HK-92,落P5H000,2,2019/1/1 15:11:18,7
HK-93,落P5G511,2,2019/1/1 15:11:21,5
HK-93,落PB0175,2,2019/1/1 15:11:22,11
HK-93,落P80053,2,2019/1/1 15:11:16,11
HK-92,落P93166,2,2019/1/1 15:11:47,1
HK-93,落PF0016,2,2019/1/1 15:11:47,4
HK-93,落P63744,2,2019/1/1 15:12:18,2
HK-93,落P80947,2,2019/1/1 15:12:26,9
HK-93,落PG7000,2,2019/1/1 15:12:34,2
HK-93,落PB6982,2,2019/1/1 15:12:30,9
HK-93,落P5J708,2,2019/1/1 15:12:39,2
HK-93,落P78221,2,2019/1/1 15:12:33,5
HK-107,落P80436,2,2019/1/1 15:12:44,1
HK-107,落P1D882,2,2019/1/1 15:11:25,1
HK-92,落P2C499,2,2019/1/1 15:11:38,2
HK-93,落PHT076,2,2019/1/1 15:11:44,5
HK-93,落P80082,2,2019/1/1 15:11:42,10
HK-93,落P97750,2,2019/1/1 15:11:40,11
HK-92,落P7B802,2,2019/1/1 15:12:08,10
HK-93,落PNB508,2,2019/1/1 15:12:20,8
HK-107,落P95270,2,2019/1/1 15:12:56,2
HK-107,落PU6753,2,2019/1/1 15:12:51,1
HK-107,落P93166,2,2019/1/1 15:11:12,1
HK-107,落PA7706,1,2019/1/1 15:11:36,2
HK-107,落P80305,2,2019/1/1 15:11:47,3
HK-107,落PP5H55,2,2019/1/1 15:10:59,3
HK-92,落P5D166,2,2019/1/1 15:11:08,10
HK-93,落P87777,2,2019/1/1 15:11:13,6
HK-92,落P5A500,2,2019/1/1 15:11:15,8
HK-92,落P80947,2,2019/1/1 15:11:15,7
HK-92,落P67654,2,2019/1/1 15:11:24,2
HK-92,落PHX006,2,2019/1/1 15:11:19,2
HK-93,落P80460,2,2019/1/1 15:11:20,11
HK-92,落P9D027,2,2019/1/1 15:11:56,9
HK-107,落BP6L88,2,2019/1/1 15:11:49,3
HK-93,落P76989,2,2019/1/1 15:12:14,3
HK-93,落PL0110,2,2019/1/1 15:12:15,2
HK-93,落ASQ151,2,2019/1/1 15:12:18,8
HK-93,落PZ9375,2,2019/1/1 15:12:20,2
HK-92,落PC0136,2,2019/1/1 15:12:32,6
HK-107,落PP8692,2,2019/1/1 15:12:30,3
HK-107,落PK8129,2,2019/1/1 15:12:41,2
HK-107,寃JH78E1,2,2019/1/1 15:10:50,3
HK-107,落P80248,2,2019/1/1 15:11:09,2
HK-92,落P80576,2,2019/1/1 15:11:29,2
HK-92,落PP8692,2,2019/1/1 15:11:24,9
HK-93,落P8A355,2,2019/1/1 15:11:29,11
HK-92,落P80248,2,2019/1/1 15:11:39,1
HK-107,落P5A500,2,2019/1/1 15:11:43,4
HK-93,落P67008,2,2019/1/1 15:11:52,11
HK-93,菜BLP961,2,2019/1/1 15:11:58,10
HK-93,落P8L880,2,2019/1/1 15:12:55,1
HK-93,落P80208,2,2019/1/1 15:12:52,1
HK-107,落PN2168,2,2019/1/1 15:12:54,1
HK-92,落P80575,2,2019/1/1 15:10:58,6
HK-93,落PN2168,2,2019/1/1 15:11:55,4
HK-93,落PV7086,2,2019/1/1 15:11:49,10
HK-93,落P96414,2,2019/1/1 15:12:21,2
HK-93,落PSW510,2,2019/1/1 15:12:17,3
HK-93,落PH669R,2,2019/1/1 15:12:23,8
HK-93,落P08907,2,2019/1/1 15:12:18,9
HK-93,概兎,2,2019/1/1 15:12:28,3
HK-92,落P5N508,2,2019/1/1 15:12:32,7
HK-92,落PF5060,2,2019/1/1 15:10:52,3
HK-92,落P80143,2,2019/1/1 15:07:23,6
HK-107,落PC3358,2,2019/1/1 15:07:31,4
HK-93,落P4C978,2,2019/1/1 15:07:38,10
HK-93,落PC6198,2,2019/1/1 15:08:04,2
HK-93,釦A8U0N9,2,2019/1/1 15:08:04,3
HK-93,落PWL966,2,2019/1/1 15:08:02,8
HK-92,落P80988,2,2019/1/1 15:08:31,7
HK-92,落PJ2580,2,2019/1/1 15:07:56,7
HK-92,落PB9781,2,2019/1/1 15:07:54,7
HK-92,落P80503,2,2019/1/1 15:07:45,6
HK-93,落P1H886,2,2019/1/1 15:07:49,3
HK-92,落PS9597,2,2019/1/1 15:08:14,10
HK-93,釦E86P0V,2,2019/1/1 15:08:12,3
HK-93,落PD1706,2,2019/1/1 15:08:09,3
HK-92,落P80484,2,2019/1/1 15:08:25,9
HK-93,落PW622W,2,2019/1/1 15:08:31,2
HK-93,落P8N558,2,2019/1/1 15:08:28,2
HK-92,落BXY517,2,2019/1/1 15:08:50,10
HK-93,落PD9391,2,2019/1/1 15:08:49,12
HK-93,概兎,99,2019/1/1 15:07:08,5
HK-93,落P20358,2,2019/1/1 15:07:09,12
HK-92,寃E7M655,2,2019/1/1 15:07:16,7
HK-92,落PW8088,2,2019/1/1 15:07:18,6
HK-92,落P9658少,2,2019/1/1 15:07:21,10
HK-92,落P0Q550,2,2019/1/1 15:07:53,2
HK-93,落PD5611,2,2019/1/1 15:07:47,10
HK-107,落P80031,2,2019/1/1 15:08:11,4
HK-107,落P11178,2,2019/1/1 15:08:26,3
HK-92,落P1F059,2,2019/1/1 15:06:55,9
HK-92,落PX818T,2,2019/1/1 15:06:48,9
HK-107,落PXP216,2,2019/1/1 15:06:48,2
HK-107,落P0Q550,2,2019/1/1 15:06:55,1
HK-107,落P80165,2,2019/1/1 15:06:49,1
HK-92,落PJR068,2,2019/1/1 15:07:19,10
HK-93,落P39716,2,2019/1/1 15:07:19,12
HK-107,落P1F059,2,2019/1/1 15:07:34,3
HK-107,落PB8650,2,2019/1/1 15:07:28,3
HK-92,落PA681C,2,2019/1/1 15:07:59,2
HK-92,落PYM696,2,2019/1/1 15:07:58,3
HK-92,落PX5177,2,2019/1/1 15:07:56,2
HK-92,落P1T330,2,2019/1/1 15:08:02,7
HK-92,落P04217,2,2019/1/1 15:08:37,9
HK-92,落P80215,2,2019/1/1 15:07:41,10
HK-92,落P80165,2,2019/1/1 15:07:48,3
HK-92,落P80031,2,2019/1/1 15:07:46,8
HK-92,落B9T285,2,2019/1/1 15:07:50,10
HK-92,落PQ9877,2,2019/1/1 15:07:56,1
HK-92,落P80833,2,2019/1/1 15:07:52,1
HK-92,落PGY186,2,2019/1/1 15:07:49,1
HK-93,落PLH628,2,2019/1/1 15:07:50,10
HK-107,落P80056,2,2019/1/1 15:08:17,1
HK-107,落P80624,2,2019/1/1 15:08:36,1
HK-92,落P78957,2,2019/1/1 15:07:15,6
HK-92,落P97506,2,2019/1/1 15:07:21,1
HK-92,落P64267,2,2019/1/1 15:07:24,10
HK-93,落PT1831,2,2019/1/1 15:08:01,9
HK-93,落PV5281,2,2019/1/1 15:07:53,10
HK-93,落PL9102,2,2019/1/1 15:08:23,2
HK-93,落PX001X,2,2019/1/1 15:08:19,2
HK-93,落PLM912,2,2019/1/1 15:08:17,3
HK-107,落PJH127,2,2019/1/1 15:06:52,1
HK-92,落P96941,2,2019/1/1 15:06:52,9
HK-107,落P80723,2,2019/1/1 15:06:57,2
HK-107,落PGY186,2,2019/1/1 15:07:00,1
HK-92,落AX8722,2,2019/1/1 15:07:20,6
HK-92,落P9K511,2,2019/1/1 15:08:10,7
HK-93,落PA6213,2,2019/1/1 15:08:15,3
HK-93,落PB2090,2,2019/1/1 15:07:04,12
HK-92,落PC3288,2,2019/1/1 15:07:24,9
HK-93,落PD1973,2,2019/1/1 15:07:36,10
HK-93,落PD9158,2,2019/1/1 15:07:45,10
HK-92,落P11178,2,2019/1/1 15:07:51,7
HK-92,寃AT25Z3,2,2019/1/1 15:08:03,3
HK-92,落P32558,2,2019/1/1 15:08:03,2
HK-92,落P9C586,2,2019/1/1 15:08:00,7
HK-93,落B7A695,2,2019/1/1 15:08:07,3
HK-107,落PA4002,1,2019/1/1 15:08:30,2
HK-107,落PB9781,2,2019/1/1 15:08:29,3
HK-93,落PFL923,2,2019/1/1 15:07:07,9
HK-93,落P80465,2,2019/1/1 15:07:02,8
HK-107,落P80839,2,2019/1/1 15:07:16,2
HK-93,落P24831,2,2019/1/1 15:08:03,9
HK-93,落PDX112,2,2019/1/1 15:08:07,8
HK-93,落PY9817,2,2019/1/1 15:08:04,6
HK-107,概兎,2,2019/1/1 15:08:27,4
HK-92,落PC3358,2,2019/1/1 15:07:01,9
HK-93,落PL345L,2,2019/1/1 15:08:34,1
HK-92,落P80868,2,2019/1/1 15:06:58,9
HK-93,落PS7799,2,2019/1/1 15:07:04,6
HK-93,落P19815,2,2019/1/1 15:07:10,5
HK-93,落P19089,2,2019/1/1 15:07:07,12
HK-107,落PA681C,2,2019/1/1 15:07:17,1
HK-92,落PWJ898,2,2019/1/1 15:07:27,6
HK-93,落PG0753,2,2019/1/1 15:07:34,4
HK-93,落P80342,2,2019/1/1 15:07:32,10
HK-92,落PJY928,2,2019/1/1 15:07:40,6
HK-93,落PL582H,2,2019/1/1 15:07:41,10
HK-92,落P80723,2,2019/1/1 15:07:54,3
HK-92,落PHM208,2,2019/1/1 15:07:50,2
HK-92,落P3K108,2,2019/1/1 15:07:50,7
HK-92,落PWG121,2,2019/1/1 15:07:48,8
HK-92,落PMC058,2,2019/1/1 15:07:46,7
HK-92,落PC8602,2,2019/1/1 15:08:11,8
HK-93,釦AA15Y5,2,2019/1/1 15:08:13,8
HK-107,落P3K108,2,2019/1/1 15:08:17,3
HK-93,落P23279,2,2019/1/1 15:08:13,2
HK-107,落PXX338,2,2019/1/1 15:08:33,1
HK-92,落P91091,2,2019/1/1 15:06:42,8
HK-92,落PB8650,2,2019/1/1 15:06:50,9
HK-93,落P80018,2,2019/1/1 15:07:04,12
HK-107,落PYM696,2,2019/1/1 15:07:07,1
HK-107,落P80057,2,2019/1/1 15:07:05,2
HK-93,落P80541,2,2019/1/1 15:07:33,11
HK-107,落P80868,2,2019/1/1 15:07:36,3
HK-107,落P96941,2,2019/1/1 15:07:30,3
HK-92,落PQ1580,2,2019/1/1 15:07:57,3
HK-93,落PY8971,2,2019/1/1 15:08:05,8
HK-93,落PWM126,2,2019/1/1 15:07:59,8
HK-107,寃E7M655,2,2019/1/1 15:08:09,3
HK-93,落BM2084,2,2019/1/1 15:08:38,1
HK-92,落PJH127,2,2019/1/1 15:07:17,1
HK-107,落P32558,2,2019/1/1 15:07:21,1
HK-107,落PX818T,2,2019/1/1 15:07:25,3
HK-107,落PDS816,2,2019/1/1 15:07:17,4
HK-93,落P80805,2,2019/1/1 15:08:02,5
HK-107,落P80705,2,2019/1/1 15:08:35,2
HK-107,落PG0753,2,2019/1/1 15:08:30,1
HK-107,概兎,2,2019/1/1 15:08:36,4
HK-107,落P1T330,2,2019/1/1 15:08:31,3
HK-107,概兎,2,2019/1/1 15:08:29,4
HK-92,落P06040,2,2019/1/1 15:08:36,7
HK-93,落PBB448,2,2019/1/1 15:08:42,1
HK-93,落PX818T,2,2019/1/1 15:08:38,9
HK-92,落PY9902,2,2019/1/1 15:06:48,7
HK-92,落PK6053,2,2019/1/1 15:06:58,3
HK-107,落PQ9877,2,2019/1/1 15:07:15,1
HK-107,寃AT25Z3,2,2019/1/1 15:07:12,2
HK-107,概兎,2,2019/1/1 15:07:17,4
HK-107,落P80226,2,2019/1/1 15:07:15,3
HK-107,落P94581,2,2019/1/1 15:07:11,3
HK-92,落PDZ658,2,2019/1/1 15:07:29,10
HK-93,落P80056,2,2019/1/1 15:07:32,4
HK-93,落PG0575,2,2019/1/1 15:07:27,10
HK-92,落PL5087,2,2019/1/1 15:07:43,2
HK-92,落P80057,2,2019/1/1 15:07:43,1
HK-92,落PE1139,2,2019/1/1 15:07:39,10
HK-93,落P80705,2,2019/1/1 15:07:42,4
HK-93,落PXX338,2,2019/1/1 15:07:37,4
HK-92,落P80839,2,2019/1/1 15:07:50,1
HK-92,落P8M512,2,2019/1/1 15:07:47,2
HK-92,落PB5799,2,2019/1/1 15:07:52,8
HK-107,落PMC058,2,2019/1/1 15:08:12,3
HK-93,落PC3358,2,2019/1/1 15:08:26,8
HK-93,落PC6302,2,2019/1/1 15:08:46,1
HK-107,落P97506,2,2019/1/1 15:06:52,2
HK-107,釦AA15Y5,2,2019/1/1 15:06:47,3
HK-107,落PX5177,2,2019/1/1 15:07:06,1
HK-107,落PQ1580,2,2019/1/1 15:06:58,1
HK-93,落PU9811,2,2019/1/1 15:08:25,3
HK-93,落P96941,2,2019/1/1 15:08:20,8
HK-93,落P80062,2,2019/1/1 15:08:44,1
HK-93,落P0E595,2,2019/1/1 15:07:07,11
HK-107,落P80833,2,2019/1/1 15:07:19,2
HK-93,寃EJP827,2,2019/1/1 15:08:10,2
HK-93,落PM9888,2,2019/1/1 15:08:10,8
HK-107,落PB5799,2,2019/1/1 15:08:24,3
HK-107,落P9K511,2,2019/1/1 15:08:34,3
HK-107,落P1H886,2,2019/1/1 15:08:50,2
HK-93,落PHY818,2,2019/1/1 15:07:03,11
HK-93,落P1F803,2,2019/1/1 15:07:07,6
HK-93,落PN1711,2,2019/1/1 15:07:16,12
HK-92,告MBD839,2,2019/1/1 15:09:32,7
HK-92,落PG2912,2,2019/1/1 15:09:45,7
HK-92,落PPS456,2,2019/1/1 15:09:41,8
HK-92,落PA4071,1,2019/1/1 15:09:36,8
HK-93,落P67654,2,2019/1/1 15:09:47,4
HK-93,落P80549,2,2019/1/1 15:09:51,6
HK-93,落P80374,2,2019/1/1 15:09:54,4
HK-107,落PA8046,1,2019/1/1 15:10:05,3
HK-107,落P92215,2,2019/1/1 15:10:14,1
HK-107,落P1K323,2,2019/1/1 15:10:08,3
HK-107,寃EJP827,2,2019/1/1 15:09:13,2
HK-93,落PD2810,2,2019/1/1 15:09:22,5
HK-92,落P80624,2,2019/1/1 15:09:30,2
HK-92,落PJ0262,2,2019/1/1 15:09:30,1
HK-92,落P6C062,2,2019/1/1 15:09:29,7
HK-107,落PU9811,2,2019/1/1 15:09:28,1
HK-107,落PV789V,2,2019/1/1 15:09:32,4
HK-92,落PH669R,2,2019/1/1 15:10:13,9
HK-92,落P80023,2,2019/1/1 15:10:10,9
HK-107,落PB5755,2,2019/1/1 15:10:32,3
HK-92,釦E6EE62,2,2019/1/1 15:10:56,6
HK-93,落P80493,2,2019/1/1 15:09:01,11
HK-92,落PB5755,2,2019/1/1 15:09:54,8
HK-93,落PFZ776,2,2019/1/1 15:09:49,6
HK-93,落PMC058,2,2019/1/1 15:10:05,8
HK-93,落P61258,2,2019/1/1 15:10:23,2
HK-92,落P08907,2,2019/1/1 15:10:15,7
HK-93,落P80484,2,2019/1/1 15:10:16,9
HK-107,概兎,2,2019/1/1 15:10:27,4
HK-92,落P1148少,2,2019/1/1 15:10:42,6
HK-107,落PW1807,2,2019/1/1 15:10:48,1
HK-107,落PW622W,2,2019/1/1 15:10:45,1
HK-93,落PQ4898,2,2019/1/1 15:09:03,12
HK-107,落B7A695,2,2019/1/1 15:09:07,1
HK-93,落P80601,2,2019/1/1 15:09:13,6
HK-93,落PW8189,2,2019/1/1 15:09:12,11
HK-92,釦A8U0N9,2,2019/1/1 15:09:40,2
HK-92,落ASQ151,2,2019/1/1 15:09:42,7
HK-92,落PJE589,2,2019/1/1 15:09:38,10
HK-92,落PNB508,2,2019/1/1 15:09:48,7
HK-93,落P80128,2,2019/1/1 15:09:57,10
HK-93,落PR9979,2,2019/1/1 15:09:45,12
HK-93,落P80060,2,2019/1/1 15:09:47,10
HK-107,落P6F286,2,2019/1/1 15:10:27,4
HK-92,落PT1598,2,2019/1/1 15:10:35,10
HK-92,落P21251,2,2019/1/1 15:09:05,6
HK-92,落P80400,2,2019/1/1 15:08:58,6
HK-92,落P7E757,2,2019/1/1 15:09:19,6
HK-93,落P8F881,2,2019/1/1 15:09:17,5
HK-92,落PA4002,1,2019/1/1 15:09:31,3
HK-107,落PLM912,2,2019/1/1 15:09:28,2
HK-92,落PU0198,2,2019/1/1 15:09:59,2
HK-93,落PP1115,2,2019/1/1 15:10:05,1
HK-107,落PM090Y,2,2019/1/1 15:10:36,1
HK-93,落PL513S,2,2019/1/1 15:10:42,1
HK-107,落PX8221,2,2019/1/1 15:08:51,1
HK-92,落PAZ018,2,2019/1/1 15:09:03,6
HK-107,落PSA676,2,2019/1/1 15:09:34,1
HK-92,釦E86P0V,2,2019/1/1 15:09:51,2
HK-92,落PA6213,2,2019/1/1 15:09:48,3
HK-93,釦A7E4E0,2,2019/1/1 15:09:54,10
HK-107,概兎,2,2019/1/1 15:10:03,3
HK-107,落PHX006,2,2019/1/1 15:10:12,2
HK-93,落P3G951,2,2019/1/1 15:10:21,3
HK-93,落PTT330,2,2019/1/1 15:10:10,7
HK-107,落PNB508,2,2019/1/1 15:10:23,3
HK-107,落PG2912,2,2019/1/1 15:10:21,3
HK-92,落PJY928,2,2019/1/1 15:10:29,10
HK-107,落P04217,2,2019/1/1 15:09:05,3
HK-93,落PM0189,2,2019/1/1 15:09:13,5
HK-93,落PWX207,2,2019/1/1 15:09:23,3
HK-93,落PSR116,2,2019/1/1 15:09:37,4
HK-93,落PM090Y,2,2019/1/1 15:09:44,4
HK-93,落P11178,2,2019/1/1 15:09:11,7
HK-107,落PC6198,2,2019/1/1 15:09:14,1
HK-107,落PL9102,2,2019/1/1 15:09:22,1
HK-92,落PLY151,2,2019/1/1 15:09:39,7
HK-92,悉C01M15,2,2019/1/1 15:09:41,10
HK-93,落PW1807,2,2019/1/1 15:09:33,1
HK-93,落PL5573,2,2019/1/1 15:09:45,10
HK-93,落P80644,2,2019/1/1 15:09:41,11
HK-93,落PG2793,2,2019/1/1 15:09:38,10
HK-107,告MBD839,2,2019/1/1 15:10:00,3
HK-92,落PU9811,2,2019/1/1 15:09:57,2
HK-92,落PC7559,2,2019/1/1 15:10:00,10
HK-107,落PD1706,2,2019/1/1 15:10:07,2
HK-93,落P80576,2,2019/1/1 15:10:06,3
HK-92,落PE1671,2,2019/1/1 15:10:19,9
HK-93,落P9K511,2,2019/1/1 15:10:19,8
HK-93,落PJ5371,2,2019/1/1 15:10:28,2
HK-107,落P80484,2,2019/1/1 15:08:53,3
HK-107,落PC3288,2,2019/1/1 15:08:51,3
HK-92,落PR9909,2,2019/1/1 15:09:01,6
HK-93,落PV9208,2,2019/1/1 15:09:43,10
HK-92,落PXX338,2,2019/1/1 15:09:08,1
HK-92,空AE2045,2,2019/1/1 15:09:12,6
HK-93,落PC5965,2,2019/1/1 15:09:10,6
HK-93,落PU8808,2,2019/1/1 15:09:11,12
HK-107,釦E86P0V,2,2019/1/1 15:09:17,1
HK-107,落PA6213,2,2019/1/1 15:09:17,2
HK-92,落P95879,2,2019/1/1 15:09:18,7
HK-92,落PVX163,2,2019/1/1 15:09:17,6
HK-93,落PP0266,2,2019/1/1 15:09:19,6
HK-92,落P80056,2,2019/1/1 15:08:39,2
HK-92,落PA8046,1,2019/1/1 15:09:29,8
HK-92,寃C88682,2,2019/1/1 15:09:23,6
HK-92,落BL627H,2,2019/1/1 15:09:34,10
HK-93,落PF5060,2,2019/1/1 15:09:32,4
HK-107,落PU0198,2,2019/1/1 15:09:30,1
HK-107,仟U98111,2,2019/1/1 15:09:28,1
HK-93,落PJ2580,2,2019/1/1 15:10:10,9
HK-93,落P3K108,2,2019/1/1 15:10:09,8
HK-93,落P80761,2,2019/1/1 15:10:10,10
HK-92,寃JH78E1,2,2019/1/1 15:10:16,9
HK-93,落PZ7337,2,2019/1/1 15:10:09,2
HK-93,落PB5799,2,2019/1/1 15:10:12,8
HK-93,落PK3165,2,2019/1/1 15:10:32,2
HK-93,釦A885D5,2,2019/1/1 15:10:38,3
HK-107,落PH669R,2,2019/1/1 15:10:46,3
HK-107,落P80023,2,2019/1/1 15:10:42,3
HK-93,落P80031,2,2019/1/1 15:08:56,7
HK-107,落P23279,2,2019/1/1 15:09:20,1
HK-92,落PL9102,2,2019/1/1 15:09:55,2
HK-92,落PX001X,2,2019/1/1 15:09:51,3
HK-107,落PLY151,2,2019/1/1 15:10:09,4
HK-92,落PP5H55,2,2019/1/1 15:10:22,9
HK-107,落P67654,2,2019/1/1 15:10:35,2
HK-92,落BQ2659,2,2019/1/1 15:09:30,10
HK-92,落PC6198,2,2019/1/1 15:09:46,2
HK-92,寃EJP827,2,2019/1/1 15:09:42,2
HK-92,落B7A695,2,2019/1/1 15:09:40,3
HK-93,落P80274,2,2019/1/1 15:09:50,10
HK-92,落PD1706,2,2019/1/1 15:10:35,2
HK-92,落PD5851,2,2019/1/1 15:10:45,6
HK-92,落B33133,2,2019/1/1 15:09:10,6
HK-92,落PFW518,2,2019/1/1 15:09:08,6
HK-93,落PC6201,2,2019/1/1 15:09:07,11
HK-107,落PX001X,2,2019/1/1 15:09:22,2
HK-93,落P93166,2,2019/1/1 15:10:13,2
HK-107,落PPS456,2,2019/1/1 15:10:13,3
HK-93,落P83226,2,2019/1/1 15:10:08,3
HK-93,落P99764,2,2019/1/1 15:10:26,2
HK-93,落PC3288,2,2019/1/1 15:10:14,9
HK-107,落P80374,2,2019/1/1 15:10:32,2
HK-107,落PF5060,2,2019/1/1 15:10:28,1
HK-92,落PV2518,2,2019/1/1 15:09:37,2
HK-92,落P1K323,2,2019/1/1 15:09:36,7
HK-107,落P57022,2,2019/1/1 15:09:44,1
HK-92,落P23279,2,2019/1/1 15:09:51,1
HK-93,落P10676,2,2019/1/1 15:09:49,5
HK-93,落PZ0935,2,2019/1/1 15:09:52,10
HK-93,落PQ9693,2,2019/1/1 15:10:01,4
HK-107,落ASQ151,2,2019/1/1 15:10:16,3
HK-107,概兎,2,2019/1/1 15:10:20,3
HK-107,落PA4077,1,2019/1/1 15:10:20,4
HK-93,概兎,99,2019/1/1 15:09:10,5
HK-93,落P5E766,2,2019/1/1 15:09:08,6
HK-93,落PU1265,2,2019/1/1 15:09:09,11
HK-93,落P70756,2,2019/1/1 15:09:07,12
HK-92,落P1H886,2,2019/1/1 15:09:34,2
HK-93,落P80752,2,2019/1/1 15:09:34,11
HK-107,落P95879,2,2019/1/1 15:09:56,3
HK-93,落P1D882,2,2019/1/1 15:10:33,3
HK-107,落PD7087,2,2019/1/1 15:10:43,1
HK-93,落P7D095,2,2019/1/1 15:09:27,12
HK-93,落PV4388,2,2019/1/1 15:09:20,12
HK-93,落PR1010,2,2019/1/1 15:09:19,6
HK-93,落PA4016,1,2019/1/1 15:09:16,6
HK-93,落PN5310,2,2019/1/1 15:09:17,12
HK-93,落P80928,2,2019/1/1 15:09:16,11
HK-107,落P8N558,2,2019/1/1 15:09:24,1
HK-107,落P6C062,2,2019/1/1 15:09:58,3
HK-92,落PLM912,2,2019/1/1 15:10:02,2
HK-93,落PWE127,2,2019/1/1 15:10:14,3
HK-93,落P2C499,2,2019/1/1 15:10:11,3
HK-93,落PYL092,2,2019/1/1 15:10:07,2
HK-93,落P9C586,2,2019/1/1 15:10:14,8
HK-93,落PC8602,2,2019/1/1 15:10:12,9
HK-93,落P96349,2,2019/1/1 15:10:16,2
HK-93,落PB9781,2,2019/1/1 15:10:16,8
HK-93,落PA7706,1,2019/1/1 15:10:20,2
HK-93,落P80248,2,2019/1/1 15:10:17,3
HK-107,落PSR116,2,2019/1/1 15:10:33,1
HK-92,落PA5873,1,2019/1/1 15:10:46,10
HK-92,概兎,2,2019/1/1 15:10:45,10
HK-93,落P95879,2,2019/1/1 15:10:35,8
HK-93,寃E7M655,2,2019/1/1 15:08:45,8
HK-107,釦A8U0N9,2,2019/1/1 15:09:04,1
HK-93,落PS1256,2,2019/1/1 15:09:07,5
HK-93,落P53611,2,2019/1/1 15:09:14,12
HK-93,落P99327,2,2019/1/1 15:06:03,8
HK-93,落P1K882,2,2019/1/1 15:05:59,9
HK-93,落PMD219,2,2019/1/1 15:06:37,1
HK-107,概兎,2,2019/1/1 15:06:41,4
HK-93,落P80655,2,2019/1/1 15:05:05,6
HK-93,落PA6700,2,2019/1/1 15:05:06,11
HK-93,落PF108H,2,2019/1/1 15:05:12,11
HK-92,落P99584,2,2019/1/1 15:05:09,2
